MACD_Position,EMA_50,EMA_100,slope,UpperWickRatio,LowerWickRatio,volume,action
-0.05117038236574134,-0.9291380817679744,-0.9347919885824036,0.008117802529733709,-0.999661831116762,-0.9990823215972403,-0.8600828704911774,0
-0.036641446464477916,-0.9289098161736753,-0.9346742007205238,0.04889560128374541,-0.9999420572137803,-0.9999855378605792,-0.8979991845559705,0
-0.017842975346906757,-0.9285257436027763,-0.934473727838206,0.07003964508212185,-0.9998366531461536,-0.9999612944608601,-0.9045111108419375,0
-0.010377393900063953,-0.9281953943302885,-0.9342971745932971,0.027751557485368974,-0.9998929256849145,-0.9996931396063348,-0.9487145208413146,0
-0.027037275637110905,-0.928176490098658,-0.9342781420599477,-0.04511987917689268,-0.9999969002410785,-0.9999507735890782,-0.9392380299292801,0
-0.033732741426279494,-0.9280755489219212,-0.9342167717911727,-0.02586369643194271,-1.0,-0.9997860024133662,-0.9461031095950725,0
-0.05172313750212393,-0.9281762574480714,-0.9342586278856793,-0.010005663583160383,-0.9999949232836433,-0.9999605896106832,-0.9442772438651101,0
-0.05093300310333739,-0.9280792558747264,-0.9341996722122685,0.007740230319048415,-0.9999757979825012,-0.9999808705141134,-0.9559653729625631,0
-0.043485986663224195,-0.9278719909954976,-0.9340830238499298,0.05682461770813658,-0.9999889806022187,-0.9999999871715913,-0.9514422279128212,0
-0.03517342902845466,-0.9276043327855512,-0.9339333274866302,0.03681329054181602,-0.9999841619169215,-0.9999148346279731,-0.9710278148539435,0
-0.023593688674347402,-0.9272284228426706,-0.9337253199064246,0.037568434963186605,-0.9999303199134599,-0.999984200668866,-0.931902975279024,0
-0.01505497298517882,-0.9268179328994677,-0.9334959807514933,0.03454785727770426,-0.9998030838881415,-0.9999356488083151,-0.9338752013831209,0
-0.012159750480379608,-0.9264246125501432,-0.9332717361048957,0.01566924674343958,-0.9889133048111755,-0.9883981407600341,-0.9400715147636052,0
-0.01614458003630031,-0.9260965264272967,-0.933077634468571,0.00018878610534254353,-0.9996995611374022,-0.9998915339773321,-0.9400401374958377,0
-0.016050887446186164,-0.9257013152069142,-0.9328460999729455,0.01264866905795723,-0.9999323622473205,-0.9999348673276063,-0.9649736772318201,0
-0.026408339738065015,-0.925444638395275,-0.9326826383758602,0.0013215027373984249,-0.9999999864507367,-0.9999616560381505,-0.946484133605558,1
-0.0220496433791585,-0.9249945833223678,-0.9324174340193978,0.020577685482348396,-0.999947541196683,-0.9999814933093394,-0.9264482979189491,1
-0.0261004569821513,-0.9246311395233668,-0.9321930665054325,0.029261846328110148,-0.9998236551688042,-0.9998711373703256,-0.9285229705774667,1
-0.024240451499509888,-0.9241776716011769,-0.9319193337867464,0.013403813479327818,-0.9999804961798999,-0.9999709098859495,-0.949396219742637,1
-0.0028500596141573936,-0.9233865760729336,-0.9314676252331195,0.08061166698131007,-0.9999541443419002,-0.9999999958826479,-0.8226235322076434,1
0.037774746880480686,-0.9221418757345634,-0.930774787293646,0.14102322069095705,-0.9999889890533135,-0.9999977475037156,-0.8395465058121464,1
0.07015454476980254,-0.920743662746808,-0.9299912670175259,0.11685859920709825,-0.9998828992960341,-0.9999947423166,-0.7567485669997747,1
0.07731046620996826,-0.9194820475321261,-0.9292654542026846,0.026996413063998387,-0.9997864245663189,-0.9997521904965306,-0.8746581968175511,1
0.0664246366367468,-0.9183762447693711,-0.9286088853005607,-0.021332829903719187,-0.9999343522490209,-0.9997683880448249,-0.9193864159203387,1
0.10054903131230661,-0.9165400739986733,-0.9275660620840751,0.1138380215216159,-0.9999990196645735,-0.9999999981087473,-0.7073791325165938,1
0.17794622857698014,-0.9137320102112032,-0.926005223705507,0.2962053992826127,-0.9999770040503592,-0.9999956250922931,-0.4038203106823576,0
0.1962780654067311,-0.9112723251137882,-0.9245982373634967,0.13573720974136294,-0.9997783485277986,-0.9998956164293212,-0.6276566891304953,0
0.23087737986295848,-0.9082861767536956,-0.9228976769596946,0.06890692845006596,-0.9999993416612472,-0.999999997650905,-0.7471522805435181,0
0.23534320910038398,-0.905389237754548,-0.921216397115211,0.11119501604681885,-0.999416597998468,-0.9986997650760437,-0.7750775248066709,0
0.201385629954571,-0.9028710091162304,-0.9197052073439789,-0.029261846328110352,-0.9999581139605179,-0.9999945906857787,-0.8118167987251933,0
0.16139896091112518,-0.9004519156795998,-0.9182241387942913,-0.033792712856333874,-0.9366138536220182,-0.9779163339386938,-0.8681125082317226,0
0.11845587450555328,-0.8981404686669987,-0.9167789929799248,0.006229941476307241,-0.9983216073029446,-0.9995563154998726,-0.8877380777540163,0
0.09807845252340591,-0.8955780960267103,-0.9151862092677105,0.06022276760430422,-0.9999081386315339,-0.999999995715961,-0.7388087819188909,0
0.09386080909440442,-0.8927544019635294,-0.9134382691466014,0.1195016046818953,-0.9999568608237623,-0.9999478609166849,-0.7205887719975551,0
0.07012762716945932,-0.8901436572977748,-0.9117776865710066,0.04889560128374541,-0.9998037537310366,-0.9999393298994871,-0.8266747158992014,0
0.03492774171292272,-0.8877406911881913,-0.9102043726673616,-0.02473097979988683,-0.9999404967621608,-0.9997869254547248,-0.8290302991597556,0
-0.0105491168465352,-0.8856118082726965,-0.9087550179147472,-0.03681329054181622,-0.9998946447566417,-0.9998096320373121,-0.7884492478863987,0
-0.058735610073487876,-0.8837236301552995,-0.9074154902991254,-0.04511987917689268,-0.9998349168338715,-0.9999711935995028,-0.8239377644502162,0
-0.07060278367590941,-0.881509375390952,-0.9058960196586903,0.04625259580894836,-0.9999717222362741,-0.9999862451196876,-0.8130713221476176,0
-0.11325389872797653,-0.8798336020119364,-0.9046396934144285,0.00018878610534254353,-0.9999401741945153,-0.9999064513967552,-0.6142226222803686,0
-0.1496784947775276,-0.8783115760738733,-0.9034536699156033,-0.07721351708514264,-0.9998271992301329,-0.9994157320769683,-0.6360300015210676,0
-0.161346773809566,-0.8766431611784737,-0.9021847941445611,0.02661884085331309,-0.9999660222914766,-0.9997907137604551,-0.7440222086993729,0
-0.19944600420161854,-0.8755066984540139,-0.9011817768341837,-0.03303756843496329,-0.9999913382402481,-0.9999950849404419,-0.7883186669468621,0
-0.20778938499535504,-0.8741902414804046,-0.900082744793143,-0.030016990749480943,-0.999913503459687,-0.9999855591897722,-0.8517862717326095,0
-0.21971448473938007,-0.8730626197484901,-0.899076277545694,0.021710402114404274,-0.9998927279626129,-0.9997349725149075,-0.804984216202644,0
-0.2431861391870081,-0.8722784232767753,-0.8982441337097349,-0.06097791202567501,-0.9999214071644117,-0.9999778356372205,-0.8402029033106373,0
-0.22805482590152745,-0.8711301926843855,-0.8972247530480728,0.02322069095714545,-0.9999999915549589,-0.9999302186822218,-0.83123378690011,0
-0.2247083700758046,-0.8701913681737719,-0.8963103789238143,0.04436473475552189,-0.9998199667442003,-0.9998738396572942,-0.8703357671790267,0
-0.22070552650609293,-0.8693308328282097,-0.8954355115484118,-0.024353407589201535,-0.9997255405031512,-0.9994885930397792,-0.9145555178478927,0
-0.19916971041513074,-0.8682792919832532,-0.8944619934840619,0.03681329054181602,-0.9999429166882754,-0.9999447889223169,-0.8860102076139393,0
-0.1679463890010589,-0.8670522518474066,-0.8933959144597425,0.07796866150651302,-0.9999905778004934,-0.9999777942037472,-0.9071225056575742,0
-0.1490774232923655,-0.8659245581864785,-0.8923773798059578,0.03417028506701897,-0.9996962838923349,-0.9998204981181023,-0.8838917603634697,0
-0.13635796372609077,-0.8648552375337921,-0.8913863155890775,-0.0020766471587692174,-0.9995825824411805,-0.9988543625750927,-0.9440318103992812,0
-0.13307205464878558,-0.8639222301826697,-0.890463577215876,-0.0088729469511045,-0.999983292638574,-0.9998947997294582,-0.93906662498862,0
